OTU,Domain,Phylum,Class,Order,Family,Genus,Label
BOTU_1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,BOTU_1_Sphingomonas
BOTU_10,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,BOTU_10_Nocardioides
BOTU_100,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,BOTU_100_Bacillus
BOTU_1000,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_1000_Gemmataceae
BOTU_10000,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unidentified,BOTU_10000_Paenibacillaceae_1
BOTU_10001,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_10001_Bacteroidetes
BOTU_10002,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10002_Bacteria
BOTU_10003,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10003_Gammaproteobacteria
BOTU_10004,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10004_Bacteria
BOTU_10005,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10005_Bacteria
BOTU_10006,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10006_Bacteria
BOTU_10007,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Candidatus_Solibacter,BOTU_10007_Acidobacteria_Gp3
BOTU_10008,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10008_Bacteria
BOTU_10009,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10009_Bacteria
BOTU_1001,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1001_Bacteria
BOTU_10010,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,BOTU_10010_Gemmatimonas
BOTU_10011,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10011_Bacteria
BOTU_10012,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_10012_Bacteroidetes
BOTU_10013,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,unidentified,BOTU_10013_Parachlamydiaceae
BOTU_10014,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10014_Bacteria
BOTU_10015,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10015_Bacteria
BOTU_10016,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10016_Bacteria
BOTU_10017,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10017_Proteobacteria
BOTU_10018,Bacteria,Firmicutes,Bacilli,Bacillales,unidentified,unidentified,BOTU_10018_Bacillales
BOTU_10019,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10019_Bacteria
BOTU_1002,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,unidentified,BOTU_1002_Armatimonadetes
BOTU_10020,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10020_Bacteria
BOTU_10021,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10021_Gammaproteobacteria
BOTU_10022,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10022_Bacteria
BOTU_10023,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10023_Bacteria
BOTU_10024,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10024_Proteobacteria
BOTU_10025,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10025_Bacteria
BOTU_10026,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10026_Bacteria
BOTU_10027,Bacteria,Actinobacteria,Actinobacteria,unidentified,unidentified,unidentified,BOTU_10027_Actinobacteria
BOTU_10028,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10028_Proteobacteria
BOTU_10029,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10029_Proteobacteria
BOTU_1003,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,BOTU_1003_Sorangium
BOTU_10030,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10030_Bacteria
BOTU_10031,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_10031_Myxococcales
BOTU_10032,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10032_Bacteria
BOTU_10033,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_10033_Acidobacteria_Gp3
BOTU_10034,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10034_Bacteria
BOTU_10035,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,BOTU_10035_Legionella
BOTU_10036,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,unidentified,Chloroplast,Chlorophyta,BOTU_10036_Chloroplast
BOTU_10037,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,unidentified,unidentified,BOTU_10037_Planctomycetales
BOTU_10038,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_10038_Betaproteobacteria
BOTU_10039,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unidentified,unidentified,BOTU_10039_Solirubrobacterales
BOTU_1004,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1004_Bacteria
BOTU_10040,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10040_Bacteria
BOTU_10041,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10041_Bacteria
BOTU_10042,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_10042_Subdivision3
BOTU_10043,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10043_Bacteria
BOTU_10044,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,unidentified,BOTU_10044_Isosphaeraceae
BOTU_10045,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10045_Bacteria
BOTU_10046,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10046_Gammaproteobacteria
BOTU_10047,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,unidentified,unidentified,BOTU_10047_Planctomycetales
BOTU_10048,Bacteria,Cyanobacteria/Chloroplast,unidentified,unidentified,unidentified,unidentified,BOTU_10048_Cyanobacteria/Chloroplast
BOTU_10049,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10049_Proteobacteria
BOTU_1005,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,unidentified,BOTU_1005_Isosphaeraceae
BOTU_10050,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,unidentified,unidentified,unidentified,BOTU_10050_Cyanobacteria
BOTU_10051,Bacteria,Acidobacteria,Acidobacteria_Gp4,unidentified,unidentified,Gp4,BOTU_10051_Acidobacteria_Gp4
BOTU_10052,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10052_Bacteria
BOTU_10053,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10053_Bacteria
BOTU_10054,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,BOTU_10054_Paenibacillus
BOTU_10055,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_10055_Myxococcales
BOTU_10056,Bacteria,Parcubacteria,unidentified,unidentified,unidentified,Parcubacteria_genera_incertae_sedis,BOTU_10056_Parcubacteria
BOTU_10057,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10057_Bacteria
BOTU_10058,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10058_Bacteria
BOTU_10059,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10059_Bacteria
BOTU_1006,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Segetibacter,BOTU_1006_Segetibacter
BOTU_10060,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10060_Bacteria
BOTU_10061,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10061_Bacteria
BOTU_10062,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10062_Bacteria
BOTU_10063,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unidentified,BOTU_10063_Acetobacteraceae
BOTU_10064,Bacteria,BRC1,unidentified,unidentified,unidentified,unidentified,BOTU_10064_BRC1
BOTU_10065,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10065_Bacteria
BOTU_10066,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10066_Bacteria
BOTU_10067,Bacteria,Firmicutes,Bacilli,Bacillales,unidentified,unidentified,BOTU_10067_Bacillales
BOTU_10068,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10068_Bacteria
BOTU_10069,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10069_Bacteria
BOTU_1007,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_1007_Acidobacteria_Gp3
BOTU_10070,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10070_Bacteria
BOTU_10071,Bacteria,Verrucomicrobia,Spartobacteria,unidentified,unidentified,Spartobacteria_genera_incertae_sedis,BOTU_10071_Spartobacteria
BOTU_10072,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,BOTU_10072_Paenibacillus
BOTU_10073,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10073_Gammaproteobacteria
BOTU_10074,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_10074_Gemmataceae
BOTU_10075,Bacteria,Gemmatimonadetes,Gemmatimonadetes,unidentified,unidentified,unidentified,BOTU_10075_Gemmatimonadetes
BOTU_10076,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10076_unidentified
BOTU_10077,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10077_Actinobacteria
BOTU_10078,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10078_Bacteria
BOTU_10079,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unidentified,unidentified,BOTU_10079_Chlamydiales
BOTU_1008,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,Armatimonadetes_gp4,BOTU_1008_Armatimonadetes
BOTU_10080,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10080_Gammaproteobacteria
BOTU_10081,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10081_Bacteria
BOTU_10082,Bacteria,Parcubacteria,unidentified,unidentified,unidentified,Parcubacteria_genera_incertae_sedis,BOTU_10082_Parcubacteria
BOTU_10083,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,unidentified,BOTU_10083_Fulvivirgaceae
BOTU_10084,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,unidentified,unidentified,BOTU_10084_Xanthomonadales
BOTU_10085,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10085_Bacteria
BOTU_10086,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3,BOTU_10086_Chthonomonas/Armatimonadetes_gp3
BOTU_10087,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10087_Bacteria
BOTU_10088,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,BOTU_10088_Legionella
BOTU_10089,Bacteria,Planctomycetes,Planctomycetacia,unidentified,unidentified,unidentified,BOTU_10089_Planctomycetacia
BOTU_1009,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_1009_Acidobacteria_Gp3
BOTU_10090,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10090_Bacteria
BOTU_10091,Bacteria,Cyanobacteria/Chloroplast,unidentified,unidentified,unidentified,unidentified,BOTU_10091_Cyanobacteria/Chloroplast
BOTU_10092,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10092_Proteobacteria
BOTU_10093,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10093_Bacteria
BOTU_10094,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,WPS-1_genera_incertae_sedis,BOTU_10094_candidate_division_WPS-1
BOTU_10095,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10095_Bacteria
BOTU_10096,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_10096_Gemmataceae
BOTU_10097,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10097_Bacteria
BOTU_10098,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10098_Bacteria
BOTU_10099,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10099_Bacteria
BOTU_101,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_101_Bacteria
BOTU_1010,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1010_Bacteria
BOTU_10100,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_10100_Betaproteobacteria
BOTU_10101,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_10101_Subdivision3
BOTU_10102,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_10102_Gemmataceae
BOTU_10103,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10103_Bacteria
BOTU_10104,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermocatellispora,BOTU_10104_Thermocatellispora
BOTU_10105,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_10105_Chitinophagaceae
BOTU_10106,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10106_Gammaproteobacteria
BOTU_10107,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10107_Bacteria
BOTU_10108,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unidentified,unidentified,BOTU_10108_Burkholderiales
BOTU_10109,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unidentified,unidentified,BOTU_10109_Solirubrobacterales
BOTU_1011,Bacteria,Acidobacteria,Acidobacteria_Gp16,unidentified,unidentified,Gp16,BOTU_1011_Acidobacteria_Gp16
BOTU_10110,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10110_Bacteria
BOTU_10111,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,unidentified,BOTU_10111_Thermomonosporaceae
BOTU_10112,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10112_Bacteria
BOTU_10113,Bacteria,Firmicutes,Bacilli,Bacillales,unidentified,unidentified,BOTU_10113_Bacillales
BOTU_10114,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10114_Bacteria
BOTU_10115,Bacteria,Proteobacteria,Deltaproteobacteria,unidentified,unidentified,unidentified,BOTU_10115_Deltaproteobacteria
BOTU_10116,Bacteria,Planctomycetes,Planctomycetacia,unidentified,unidentified,unidentified,BOTU_10116_Planctomycetacia
BOTU_10117,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10117_Bacteria
BOTU_10118,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_10118_Subdivision3
BOTU_10119,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10119_Bacteria
BOTU_1012,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unidentified,unidentified,BOTU_1012_Rhizobiales
BOTU_10120,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_10120_Alphaproteobacteria
BOTU_10121,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10121_Actinobacteria
BOTU_10122,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10122_Proteobacteria
BOTU_10123,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_10123_Gemmataceae
BOTU_10124,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,unidentified,unidentified,BOTU_10124_Cytophagales
BOTU_10125,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_10125_Myxococcales
BOTU_10126,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unidentified,unidentified,BOTU_10126_Chlamydiales
BOTU_10127,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_10127_Gemmataceae
BOTU_10128,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10128_Bacteria
BOTU_10129,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10129_Bacteria
BOTU_1013,Bacteria,Verrucomicrobia,unidentified,unidentified,unidentified,unidentified,BOTU_1013_Verrucomicrobia
BOTU_10130,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10130_Bacteria
BOTU_10131,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,unidentified,BOTU_10131_Caldilineaceae
BOTU_10132,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10132_Bacteria
BOTU_10133,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10133_Bacteria
BOTU_10134,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10134_Proteobacteria
BOTU_10135,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10135_Proteobacteria
BOTU_10136,Bacteria,Parcubacteria,unidentified,unidentified,unidentified,Parcubacteria_genera_incertae_sedis,BOTU_10136_Parcubacteria
BOTU_10137,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10137_Bacteria
BOTU_10138,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10138_Bacteria
BOTU_10139,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,BOTU_10139_Mycobacterium
BOTU_1014,Bacteria,Actinobacteria,Actinobacteria,unidentified,unidentified,unidentified,BOTU_1014_Actinobacteria
BOTU_10140,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,unidentified,BOTU_10140_Isosphaeraceae
BOTU_10141,Bacteria,Planctomycetes,Planctomycetacia,unidentified,unidentified,unidentified,BOTU_10141_Planctomycetacia
BOTU_10142,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10142_Bacteria
BOTU_10143,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_10143_Gemmataceae
BOTU_10144,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unidentified,BOTU_10144_Paenibacillaceae_1
BOTU_10145,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10145_Bacteria
BOTU_10146,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unidentified,unidentified,BOTU_10146_Solirubrobacterales
BOTU_10147,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10147_Bacteria
BOTU_10148,Bacteria,Planctomycetes,Planctomycetacia,unidentified,unidentified,unidentified,BOTU_10148_Planctomycetacia
BOTU_10149,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,BOTU_10149_Lysobacter
BOTU_1015,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1015_Bacteria
BOTU_10150,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_10150_Myxococcales
BOTU_10151,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,BOTU_10151_Aquicella
BOTU_10152,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10152_Bacteria
BOTU_10153,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unidentified,unidentified,BOTU_10153_Solirubrobacterales
BOTU_10154,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unidentified,unidentified,BOTU_10154_Chlamydiales
BOTU_10155,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10155_Bacteria
BOTU_10156,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10156_Proteobacteria
BOTU_10157,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10157_Bacteria
BOTU_10158,Bacteria,Proteobacteria,Deltaproteobacteria,unidentified,unidentified,unidentified,BOTU_10158_Deltaproteobacteria
BOTU_10159,Bacteria,Acidobacteria,Acidobacteria_Gp10,unidentified,unidentified,unidentified,BOTU_10159_Acidobacteria_Gp10
BOTU_1016,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_1016_Actinobacteria
BOTU_10160,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10160_Bacteria
BOTU_10161,Bacteria,Acidobacteria,Acidobacteria_Gp1,unidentified,unidentified,Gp1,BOTU_10161_Acidobacteria_Gp1
BOTU_10162,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10162_Bacteria
BOTU_10163,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10163_Bacteria
BOTU_10164,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10164_Bacteria
BOTU_10165,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,BOTU_10165_Geobacter
BOTU_10166,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,unidentified,BOTU_10166_Rhodanobacteraceae
BOTU_10167,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10167_Proteobacteria
BOTU_10168,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10168_Gammaproteobacteria
BOTU_10169,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Phragmitibacter,BOTU_10169_Phragmitibacter
BOTU_1017,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1017_Bacteria
BOTU_10170,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10170_Proteobacteria
BOTU_10171,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_10171_Myxococcales
BOTU_10172,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10172_Bacteria
BOTU_10173,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10173_Bacteria
BOTU_10174,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10174_unidentified
BOTU_10175,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10175_Bacteria
BOTU_10176,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10176_Bacteria
BOTU_10177,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10177_Bacteria
BOTU_10178,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_10178_Alphaproteobacteria
BOTU_10179,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_10179_Chloroflexi
BOTU_1018,Bacteria,Acidobacteria,Acidobacteria_Gp5,unidentified,unidentified,Gp5,BOTU_1018_Acidobacteria_Gp5
BOTU_10180,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,BOTU_10180_Legionella
BOTU_10181,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10181_Bacteria
BOTU_10182,Bacteria,Parcubacteria,unidentified,unidentified,unidentified,Parcubacteria_genera_incertae_sedis,BOTU_10182_Parcubacteria
BOTU_10183,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_10183_Subdivision3
BOTU_10184,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10184_Bacteria
BOTU_10185,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,BOTU_10185_Aquicella
BOTU_10186,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,BOTU_10186_Gemmatimonas
BOTU_10187,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,BOTU_10187_Pedobacter
BOTU_10188,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10188_Gammaproteobacteria
BOTU_10189,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10189_Bacteria
BOTU_1019,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_1019_Gemmataceae
BOTU_10190,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10190_Bacteria
BOTU_10191,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10191_Bacteria
BOTU_10192,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10192_Bacteria
BOTU_10193,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10193_Bacteria
BOTU_10194,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10194_Bacteria
BOTU_10195,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,unidentified,BOTU_10195_Gaiellaceae
BOTU_10196,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10196_Bacteria
BOTU_10197,Bacteria,Acidobacteria,Acidobacteria_Gp6,unidentified,unidentified,Gp6,BOTU_10197_Acidobacteria_Gp6
BOTU_10198,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,BOTU_10198_Bdellovibrio
BOTU_10199,Bacteria,Proteobacteria,Deltaproteobacteria,unidentified,unidentified,unidentified,BOTU_10199_Deltaproteobacteria
BOTU_102,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_102_Thermoleophilia
BOTU_1020,Bacteria,Firmicutes,unidentified,unidentified,unidentified,unidentified,BOTU_1020_Firmicutes
