OTU,Domain,Phylum,Class,Order,Family,Genus,Label
BOTU_9532,Bacteria,Parcubacteria,unidentified,unidentified,unidentified,Parcubacteria_genera_incertae_sedis,BOTU_9532_Parcubacteria
BOTU_9533,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9533_Bacteria
BOTU_9534,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9534_Bacteria
BOTU_9535,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9535_Bacteria
BOTU_9536,Bacteria,Firmicutes,Bacilli,unidentified,unidentified,unidentified,BOTU_9536_Bacilli
BOTU_9537,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,unidentified,BOTU_9537_Geminicoccaceae
BOTU_9538,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unidentified,unidentified,BOTU_9538_Chlamydiales
BOTU_9539,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,unidentified,unidentified,BOTU_9539_Pirellulales
BOTU_954,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,unidentified,BOTU_954_Micromonosporaceae
BOTU_9540,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,unidentified,BOTU_9540_Parachlamydiaceae
BOTU_9541,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,WPS-1_genera_incertae_sedis,BOTU_9541_candidate_division_WPS-1
BOTU_9542,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9542_Bacteria
BOTU_9543,Bacteria,Firmicutes,Negativicutes,Selenomonadales,unidentified,unidentified,BOTU_9543_Selenomonadales
BOTU_9544,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9544_Bacteria
BOTU_9545,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9545_Proteobacteria
BOTU_9546,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9546_Proteobacteria
BOTU_9547,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9547_Proteobacteria
BOTU_9548,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9548_Bacteria
BOTU_9549,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9549_Bacteria
BOTU_955,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_955_Bacteria
BOTU_9550,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unidentified,unidentified,BOTU_9550_Chlamydiales
BOTU_9551,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,BOTU_9551_Nocardioides
BOTU_9552,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9552_Proteobacteria
BOTU_9553,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9553_Bacteria
BOTU_9554,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9554_Bacteria
BOTU_9555,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9555_Bacteria
BOTU_9556,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_9556_Gammaproteobacteria
BOTU_9557,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unidentified,unidentified,BOTU_9557_Rhizobiales
BOTU_9558,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9558_Bacteria
BOTU_9559,Bacteria,Acidobacteria,Acidobacteria_Gp4,unidentified,unidentified,Gp4,BOTU_9559_Acidobacteria_Gp4
BOTU_956,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,BOTU_956_Phenylobacterium
BOTU_9560,Bacteria,Firmicutes,Bacilli,Bacillales,unidentified,unidentified,BOTU_9560_Bacillales
BOTU_9561,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9561_Bacteria
BOTU_9562,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,unidentified,unidentified,BOTU_9562_Chitinophagales
BOTU_9563,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9563_Bacteria
BOTU_9564,Bacteria,Gemmatimonadetes,unidentified,unidentified,unidentified,unidentified,BOTU_9564_Gemmatimonadetes
BOTU_9565,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9565_Bacteria
BOTU_9566,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9566_Bacteria
BOTU_9567,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9567_Actinobacteria
BOTU_9568,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,unidentified,BOTU_9568_Isosphaeraceae
BOTU_9569,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,unidentified,BOTU_9569_Erythrobacteraceae
BOTU_957,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_957_Thermoleophilia
BOTU_9570,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9570_Proteobacteria
BOTU_9571,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9571_Bacteria
BOTU_9572,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_9572_Thermoleophilia
BOTU_9573,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9573_Bacteria
BOTU_9574,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,unidentified,unidentified,BOTU_9574_Acidimicrobiales
BOTU_9575,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_9575_Bacteroidetes
BOTU_9576,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9576_Bacteria
BOTU_9577,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9577_Bacteria
BOTU_9578,Bacteria,Parcubacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9578_Parcubacteria
BOTU_9579,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9579_Bacteria
BOTU_958,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_958_Thermoleophilia
BOTU_9580,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_9580_Myxococcales
BOTU_9581,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_9581_Gammaproteobacteria
BOTU_9582,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9582_Bacteria
BOTU_9583,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unidentified,unidentified,BOTU_9583_Chlamydiales
BOTU_9584,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9584_Bacteria
BOTU_9585,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_9585_Bacteroidetes
BOTU_9586,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9586_Bacteria
BOTU_9587,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9587_Bacteria
BOTU_9588,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,BOTU_9588_Paenibacillus
BOTU_9589,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unidentified,BOTU_9589_Paenibacillaceae_1
BOTU_959,Bacteria,Actinobacteria,Actinobacteria,unidentified,unidentified,unidentified,BOTU_959_Actinobacteria
BOTU_9590,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9590_Bacteria
BOTU_9591,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,unidentified,unidentified,BOTU_9591_Gaiellales
BOTU_9592,Bacteria,Parcubacteria,unidentified,unidentified,unidentified,Parcubacteria_genera_incertae_sedis,BOTU_9592_Parcubacteria
BOTU_9593,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,unidentified,BOTU_9593_candidate_division_WPS-1
BOTU_9594,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_9594_Alphaproteobacteria
BOTU_9595,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9595_Bacteria
BOTU_9596,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,unidentified,unidentified,BOTU_9596_Chitinophagales
BOTU_9597,Bacteria,Parcubacteria,unidentified,unidentified,unidentified,Parcubacteria_genera_incertae_sedis,BOTU_9597_Parcubacteria
BOTU_9598,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9598_Bacteria
BOTU_9599,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_9599_Thermoleophilia
BOTU_96,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,BOTU_96_Nocardioides
BOTU_960,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_960_Thermoleophilia
BOTU_9600,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9600_Bacteria
BOTU_9601,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9601_Bacteria
BOTU_9602,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9602_Bacteria
BOTU_9603,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9603_Actinobacteria
BOTU_9604,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,BOTU_9604_Geobacter
BOTU_9605,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9605_Bacteria
BOTU_9606,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,unidentified,BOTU_9606_Parachlamydiaceae
BOTU_9607,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9607_Bacteria
BOTU_9608,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9608_Bacteria
BOTU_9609,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9609_Bacteria
BOTU_961,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,unidentified,BOTU_961_Alicyclobacillaceae
BOTU_9610,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9610_Bacteria
BOTU_9611,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9611_Bacteria
BOTU_9612,Bacteria,Verrucomicrobia,Verrucomicrobiae,unidentified,unidentified,unidentified,BOTU_9612_Verrucomicrobiae
BOTU_9613,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_9613_Acidobacteria_Gp3
BOTU_9614,Bacteria,Firmicutes,unidentified,unidentified,unidentified,unidentified,BOTU_9614_Firmicutes
BOTU_9615,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9615_Bacteria
BOTU_9616,Bacteria,Candidatus_Saccharibacteria,unidentified,unidentified,unidentified,Saccharibacteria_genera_incertae_sedis,BOTU_9616_Candidatus_Saccharibacteria
BOTU_9617,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_9617_Chloroflexi
BOTU_9618,Bacteria,Verrucomicrobia,unidentified,unidentified,unidentified,unidentified,BOTU_9618_Verrucomicrobia
BOTU_9619,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9619_Bacteria
BOTU_962,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_962_Bacteria
BOTU_9620,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_9620_Bacteroidetes
BOTU_9621,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,unidentified,BOTU_9621_Paenibacillaceae_1
BOTU_9622,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9622_Bacteria
BOTU_9623,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9623_Proteobacteria
BOTU_9624,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9624_Bacteria
BOTU_9625,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9625_Proteobacteria
BOTU_9626,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9626_Bacteria
BOTU_9627,Bacteria,Parcubacteria,unidentified,unidentified,unidentified,Parcubacteria_genera_incertae_sedis,BOTU_9627_Parcubacteria
BOTU_9628,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_9628_Bacteroidetes
BOTU_9629,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9629_Proteobacteria
BOTU_963,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_963_Bacteria
BOTU_9630,Bacteria,Firmicutes,Clostridia,unidentified,unidentified,unidentified,BOTU_9630_Clostridia
BOTU_9631,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,unidentified,BOTU_9631_Gemmatimonadaceae
BOTU_9632,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Nevskiaceae,unidentified,BOTU_9632_Nevskiaceae
BOTU_9633,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9633_Bacteria
BOTU_9634,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_9634_Gammaproteobacteria
BOTU_9635,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9635_Bacteria
BOTU_9636,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_9636_Gammaproteobacteria
BOTU_9637,Bacteria,Firmicutes,Bacilli,Bacillales,unidentified,unidentified,BOTU_9637_Bacillales
BOTU_9638,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9638_Bacteria
BOTU_9639,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9639_Bacteria
BOTU_964,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_964_Bacteria
BOTU_9640,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,BOTU_9640_Dyella
BOTU_9641,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9641_Bacteria
BOTU_9642,Bacteria,Acidobacteria,Acidobacteria_Gp3,unidentified,unidentified,Gp3,BOTU_9642_Acidobacteria_Gp3
BOTU_9643,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_9643_Betaproteobacteria
BOTU_9644,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9644_Bacteria
BOTU_9645,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9645_Bacteria
BOTU_9646,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9646_Bacteria
BOTU_9647,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9647_Bacteria
BOTU_9648,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9648_Bacteria
BOTU_9649,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,unidentified,BOTU_9649_Anaeromyxobacteraceae
BOTU_965,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_965_Betaproteobacteria
BOTU_9650,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9650_Actinobacteria
BOTU_9651,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9651_Bacteria
BOTU_9652,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9652_Bacteria
BOTU_9653,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_9653_Gemmataceae
BOTU_9654,Bacteria,Planctomycetes,unidentified,unidentified,unidentified,unidentified,BOTU_9654_Planctomycetes
BOTU_9655,Bacteria,Proteobacteria,Deltaproteobacteria,unidentified,unidentified,unidentified,BOTU_9655_Deltaproteobacteria
BOTU_9656,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9656_Bacteria
BOTU_9657,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unidentified,BOTU_9657_Rhodospirillaceae
BOTU_9658,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Anaerovorax,BOTU_9658_Anaerovorax
BOTU_9659,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9659_Bacteria
BOTU_966,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_966_Bacteria
BOTU_9660,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unidentified,BOTU_9660_Sphingomonadaceae
BOTU_9661,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9661_Bacteria
BOTU_9662,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9662_Bacteria
BOTU_9663,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9663_Bacteria
BOTU_9664,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_9664_Subdivision3
BOTU_9665,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_9665_Gemmataceae
BOTU_9666,Bacteria,Acidobacteria,Acidobacteria_Gp19,unidentified,unidentified,Gp19,BOTU_9666_Acidobacteria_Gp19
BOTU_9667,Bacteria,Candidatus_Saccharibacteria,unidentified,unidentified,unidentified,Saccharibacteria_genera_incertae_sedis,BOTU_9667_Candidatus_Saccharibacteria
BOTU_9668,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_9668_Gammaproteobacteria
BOTU_9669,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Klenkia,BOTU_9669_Klenkia
BOTU_967,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_967_Bacteria
BOTU_9670,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,unidentified,BOTU_9670_Azospirillaceae
BOTU_9671,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9671_Bacteria
BOTU_9672,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9672_Bacteria
BOTU_9673,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9673_Bacteria
BOTU_9674,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9674_Proteobacteria
BOTU_9675,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unidentified,unidentified,BOTU_9675_Legionellales
BOTU_9676,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9676_Bacteria
BOTU_9677,Bacteria,Proteobacteria,Deltaproteobacteria,unidentified,unidentified,unidentified,BOTU_9677_Deltaproteobacteria
BOTU_9678,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,BOTU_9678_Mucilaginibacter
BOTU_9679,Bacteria,Acidobacteria,Acidobacteria_Gp4,unidentified,unidentified,Gp4,BOTU_9679_Acidobacteria_Gp4
BOTU_968,Bacteria,Acidobacteria,Acidobacteria_Gp1,unidentified,unidentified,Gp1,BOTU_968_Acidobacteria_Gp1
BOTU_9680,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,unidentified,unidentified,BOTU_9680_Planctomycetales
BOTU_9681,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9681_Bacteria
BOTU_9682,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,unidentified,Family_I,Crinalium,BOTU_9682_Cyanobacteria
BOTU_9683,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9683_Bacteria
BOTU_9684,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9684_Bacteria
BOTU_9685,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9685_Bacteria
BOTU_9686,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unidentified,BOTU_9686_Polyangiaceae
BOTU_9687,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_9687_Alphaproteobacteria
BOTU_9688,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9688_Bacteria
BOTU_9689,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9689_Bacteria
BOTU_969,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_969_Bacteria
BOTU_9690,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unidentified,BOTU_9690_Acetobacteraceae
BOTU_9691,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9691_Proteobacteria
BOTU_9692,Bacteria,Acidobacteria,Acidobacteria_Gp6,unidentified,unidentified,Gp6,BOTU_9692_Acidobacteria_Gp6
BOTU_9693,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9693_Bacteria
BOTU_9694,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9694_Bacteria
BOTU_9695,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9695_Bacteria
BOTU_9696,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9696_Bacteria
BOTU_9697,Bacteria,Firmicutes,Negativicutes,unidentified,unidentified,unidentified,BOTU_9697_Negativicutes
BOTU_9698,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_9698_Chloroflexi
BOTU_9699,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,unidentified,unidentified,BOTU_9699_Gammaproteobacteria_incertae_sedis
BOTU_97,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,unidentified,BOTU_97_Intrasporangiaceae
BOTU_970,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,unidentified,unidentified,BOTU_970_Pirellulales
BOTU_9700,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9700_Bacteria
BOTU_9701,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9701_Actinobacteria
BOTU_9702,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9702_Bacteria
BOTU_9703,Bacteria,Firmicutes,Bacilli,Bacillales,unidentified,unidentified,BOTU_9703_Bacillales
BOTU_9704,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9704_Proteobacteria
BOTU_9705,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9705_Bacteria
BOTU_9706,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unidentified,unidentified,BOTU_9706_Chlamydiales
BOTU_9707,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_9707_Thermoleophilia
BOTU_9708,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9708_Bacteria
BOTU_9709,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Filimonas,BOTU_9709_Filimonas
BOTU_971,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas/Armatimonadetes_gp1,BOTU_971_Armatimonas/Armatimonadetes_gp1
BOTU_9710,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified,BOTU_9710_Chloroflexi
BOTU_9711,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,unidentified,unidentified,BOTU_9711_Planctomycetales
BOTU_9712,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Dictyobacteraceae,Dictyobacter,BOTU_9712_Dictyobacter
BOTU_9713,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9713_Proteobacteria
BOTU_9714,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9714_Bacteria
BOTU_9715,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_9715_Bacteroidetes
BOTU_9716,Bacteria,Verrucomicrobia,Spartobacteria,unidentified,unidentified,Spartobacteria_genera_incertae_sedis,BOTU_9716_Spartobacteria
BOTU_9717,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9717_Proteobacteria
BOTU_9718,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Nocardiaceae,Nocardia,BOTU_9718_Nocardia
BOTU_9719,Bacteria,Chlamydiae,unidentified,unidentified,unidentified,unidentified,BOTU_9719_Chlamydiae
BOTU_972,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,unidentified,BOTU_972_Burkholderiaceae
BOTU_9720,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,BOTU_9720_Haliangium
BOTU_9721,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,BOTU_9721_Neochlamydia
BOTU_9722,Bacteria,Parcubacteria,unidentified,unidentified,unidentified,Parcubacteria_genera_incertae_sedis,BOTU_9722_Parcubacteria
BOTU_9723,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9723_Bacteria
BOTU_9724,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9724_Proteobacteria
BOTU_9725,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9725_Bacteria
BOTU_9726,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9726_Bacteria
BOTU_9727,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9727_Bacteria
BOTU_9728,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_9728_Betaproteobacteria
BOTU_9729,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9729_Actinobacteria
BOTU_973,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_973_Bacteria
BOTU_9730,Bacteria,Acidobacteria,Acidobacteria_Gp6,unidentified,unidentified,Gp6,BOTU_9730_Acidobacteria_Gp6
BOTU_9731,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9731_Proteobacteria
BOTU_9732,Bacteria,Acidobacteria,Acidobacteria_Gp7,unidentified,unidentified,Gp7,BOTU_9732_Acidobacteria_Gp7
BOTU_9733,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9733_Bacteria
BOTU_9734,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9734_Bacteria
BOTU_9735,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_9735_Proteobacteria
BOTU_9736,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9736_Bacteria
BOTU_9737,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_9737_Betaproteobacteria
BOTU_9738,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_9738_Bacteria
